premise,hypothesis,label
더워 죽겠어. 선풍기 좀 틀어줘.,이 사람은 스스로를 해치려 한다,2
재밌어서 죽겠어. 이 게임 중독성 있다.,이 사람은 스스로를 해치려 한다,2
행복해서 죽겠어. 오늘 너무 좋은 날이야.,이 사람은 스스로를 해치려 한다,2
뭐가 맛있는지 몰라서 죽겠어. 메뉴 골라줘.,이 사람은 스스로를 해치려 한다,2
요즘 스트레스 너무 받아서 머리 아파. 좀 쉬어야겠어.,이 사람은 스스로를 해치려 한다,2
직장 상사가 너무 힘들게 해. 빨리 퇴근하고 싶어.,이 사람은 스스로를 해치려 한다,2
시험 망한 것 같아. 이번엔 진짜 열심히 안 했나봐.,이 사람은 스스로를 해치려 한다,2
오늘 몸이 너무 안 좋아. 집에 가서 쉴 거야.,이 사람은 스스로를 해치려 한다,2
날씨가 너무 우중충해서 기분이 처지네.,이 사람은 스스로를 해치려 한다,2
밤새 잠을 못 잤어. 피곤해서 아무것도 하기 싫어.,이 사람은 스스로를 해치려 한다,2
친구랑 싸웠어. 기분이 너무 나빠.,이 사람은 스스로를 해치려 한다,2
프로젝트 마감이 다가오는데 너무 막막해.,이 사람은 스스로를 해치려 한다,2
오늘 하루 너무 힘들었어. 진짜 지쳤다.,이 사람은 스스로를 해치려 한다,2
실연당해서 너무 속상해. 맛있는 거 먹으러 가야겠어.,이 사람은 스스로를 해치려 한다,2
돈이 너무 없어. 이번 달은 좀 아껴야겠어.,이 사람은 스스로를 해치려 한다,2
다이어트 하는데 너무 힘들어. 오늘 치팅데이 해야겠다.,이 사람은 스스로를 해치려 한다,2
교통이 너무 막혀. 이러다 지각하겠어.,이 사람은 스스로를 해치려 한다,2
발이 너무 아파. 오늘 너무 많이 걸었나봐.,이 사람은 스스로를 해치려 한다,2
감기 걸려서 너무 힘들어. 약 먹어야겠어.,이 사람은 스스로를 해치려 한다,2
할아버지가 많이 아프셔서 걱정이야. 빨리 나으셨으면.,이 사람은 스스로를 해치려 한다,2
졸업식에서 친구들과 헤어지려니 슬프네.,이 사람은 스스로를 해치려 한다,2
좋아하는 가게가 문을 닫았어. 너무 아쉽다.,이 사람은 스스로를 해치려 한다,2
오랜 친구가 멀리 이사 갔어. 자주 보기 힘들 것 같아 아쉬워.,이 사람은 스스로를 해치려 한다,2
예전 사진 보다가 그때가 그리워졌어.,이 사람은 스스로를 해치려 한다,2
좋아하는 드라마가 끝나서 허전해.,이 사람은 스스로를 해치려 한다,2
기대했던 것보다 별로여서 실망했어.,이 사람은 스스로를 해치려 한다,2
오늘 기분이 별로야. 집에서 쉬면서 영화나 봐야겠다.,이 사람은 스스로를 해치려 한다,2
살기 싫을 정도로 더운 날씨야. 빨리 가을이 왔으면.,이 사람은 스스로를 해치려 한다,2
이 문제 때문에 죽겠어. 수학이 왜 이렇게 어렵지.,이 사람은 스스로를 해치려 한다,2
죽도록 열심히 했는데 결과가 아쉽네.,이 사람은 스스로를 해치려 한다,2
"힘들어 죽겠다, 이번 주 야근이 너무 많았어.",이 사람은 스스로를 해치려 한다,2
살기 싫을 만큼 힘들지만 그래도 버텨야지.,이 사람은 스스로를 해치려 한다,1
다 포기하고 싶었는데 그냥 쉬고 다시 해볼 거야.,이 사람은 스스로를 해치려 한다,1
못 버티겠다 싶었는데 친구 만나고 기분이 나아졌어.,이 사람은 스스로를 해치려 한다,1
사라지고 싶을 만큼 창피했지만 그냥 웃어넘겼어.,이 사람은 스스로를 해치려 한다,1
없어지고 싶을 정도로 부끄러웠어. 그래도 괜찮아.,이 사람은 스스로를 해치려 한다,1
이러다 쓰러지는 거 아닌가 싶어. 병원에 가봐야겠어.,이 사람은 스스로를 해치려 한다,1
수면제를 한 통 사뒀어. 다 먹어버리려고.,이 사람은 스스로를 해치려 한다,0
면도날을 책상에 숨겨뒀어. 오늘 쓸 거야.,이 사람은 스스로를 해치려 한다,0
유서를 다 써놨어. 이제 실행만 남았어.,이 사람은 스스로를 해치려 한다,0
옷장에 끈을 미리 걸어뒀어.,이 사람은 스스로를 해치려 한다,0
베란다 난간에 올라가서 한참 서 있었어.,이 사람은 스스로를 해치려 한다,0
약통이 가득 차 있어. 지금 다 털어 넣을 거야.,이 사람은 스스로를 해치려 한다,0
오늘 밤 자기 전에 끝내려고 해.,이 사람은 스스로를 해치려 한다,0
주말 전에 다 정리하고 떠날 거야.,이 사람은 스스로를 해치려 한다,0
다음 주 월요일이 마지막이야.,이 사람은 스스로를 해치려 한다,0
내일 새벽에 결심한 일을 실행할 거야.,이 사람은 스스로를 해치려 한다,0
이제 정말 끝내고 싶어. 더는 못 견뎌.,이 사람은 스스로를 해치려 한다,0
스스로 사라지는 게 유일한 답인 것 같아.,이 사람은 스스로를 해치려 한다,0
내 손목을 그어버리고 싶어.,이 사람은 스스로를 해치려 한다,0
이 약을 다 먹으면 끝날까?,이 사람은 스스로를 해치려 한다,0
오늘 밤이 마지막이라는 생각이 자꾸 들어.,이 사람은 스스로를 해치려 한다,0
다리에서 뛰어내리는 상상을 매일 해.,이 사람은 스스로를 해치려 한다,0
혼자 산에 가서 돌아오지 않으려고.,이 사람은 스스로를 해치려 한다,0
내가 죽으면 누가 슬퍼할까. 그게 마지막 궁금증이야.,이 사람은 스스로를 해치려 한다,0
지금 손에 칼을 들고 있어.,이 사람은 스스로를 해치려 한다,0
자해한 자국이 늘어가고 있어. 멈출 수가 없어.,이 사람은 스스로를 해치려 한다,0
이 세상에서 나를 지워버리고 싶어.,이 사람은 스스로를 해치려 한다,0
베개에 얼굴을 묻고 숨을 참아봤어. 자꾸 그렇게 돼.,이 사람은 스스로를 해치려 한다,0
약을 모으는 게 일과가 됐어.,이 사람은 스스로를 해치려 한다,0
오늘 밤 마지막 일기를 썼어.,이 사람은 스스로를 해치려 한다,0
엄마한테 미안하다는 말만 남기고 떠날 거야.,이 사람은 스스로를 해치려 한다,0
한강 다리에 가서 한참 내려다봤어.,이 사람은 스스로를 해치려 한다,0
차에 시동을 걸어두고 차고에 앉아 있었어.,이 사람은 스스로를 해치려 한다,0
약병을 들고 손이 떨릴 때까지 망설였어.,이 사람은 스스로를 해치려 한다,0
지금 옥상에 와 있어. 내려다보고 있어.,이 사람은 스스로를 해치려 한다,0
마지막 인사를 하려고 가족 사진을 정리했어.,이 사람은 스스로를 해치려 한다,0
오늘 모든 걸 끝내려고 마음먹었어.,이 사람은 스스로를 해치려 한다,0
면도날로 손목을 그었어. 피가 멈추질 않아.,이 사람은 스스로를 해치려 한다,0
약을 한 움큼 입에 넣었어. 삼킬 거야.,이 사람은 스스로를 해치려 한다,0
더 이상 살고 싶은 의지가 한 톨도 안 남았어.,이 사람은 스스로를 해치려 한다,0
내가 사라져야 모두가 평안할 거야. 결심했어.,이 사람은 스스로를 해치려 한다,0
이 칼로 내 목을 그으려고 들고 있어.,이 사람은 스스로를 해치려 한다,0
오늘 밤 자면 다시 안 깨어났으면 좋겠어. 그렇게 만들 거야.,이 사람은 스스로를 해치려 한다,0
스스로를 끝낼 방법만 머릿속에 가득해.,이 사람은 스스로를 해치려 한다,0
자해를 멈출 수가 없어. 매일 새 상처를 만들어.,이 사람은 스스로를 해치려 한다,0
내가 죽는 게 가장 합리적인 선택 같아.,이 사람은 스스로를 해치려 한다,0
끈을 매듭짓는 법을 검색해봤어.,이 사람은 스스로를 해치려 한다,0
이 알약 한 통을 손에 쥐고 있어. 지금 삼킬 거야.,이 사람은 스스로를 해치려 한다,0
오늘이 내 마지막 날이라고 다짐했어.,이 사람은 스스로를 해치려 한다,0
이대로 잠들어서 영영 안 일어나고 싶어. 진심이야.,이 사람은 스스로를 해치려 한다,0
내 손으로 모든 걸 끝낼 거야.,이 사람은 스스로를 해치려 한다,0
더는 내일이 오지 않게 하고 싶어.,이 사람은 스스로를 해치려 한다,0
오늘 밤 약을 모아둔 걸 다 먹을 거야.,이 사람은 스스로를 해치려 한다,0
건물 옥상에 올라와 있어. 한 발만 내디디면 돼.,이 사람은 스스로를 해치려 한다,0
내 인생은 오늘로 끝이야. 결심 굳혔어.,이 사람은 스스로를 해치려 한다,0
스스로 목숨을 끊는 방법을 정해놨어.,이 사람은 스스로를 해치려 한다,0
예전에 그런 생각을 한 적이 있는데 지금은 괜찮아.,이 사람은 스스로를 해치려 한다,1
한때는 죽고 싶었는데 요즘은 그래도 살아보려고.,이 사람은 스스로를 해치려 한다,1
그런 충동이 가끔 올라오는데 행동으로 옮긴 적은 없어.,이 사람은 스스로를 해치려 한다,1
자해 충동이 있긴 한데 참고 있어.,이 사람은 스스로를 해치려 한다,1
사라지고 싶다는 생각이 들 때가 있긴 해.,이 사람은 스스로를 해치려 한다,1
이 고통이 평생 갈 것 같아 무서워.,이 사람은 스스로를 해치려 한다,1
내가 없으면 차라리 가족이 편할 것 같아.,이 사람은 스스로를 해치려 한다,1
살고 싶지도 죽고 싶지도 않아. 그냥 멍해.,이 사람은 스스로를 해치려 한다,1
끝내고 싶다는 생각이 스쳐 지나갔어.,이 사람은 스스로를 해치려 한다,1
병원에 가야 할 만큼 위험한지 잘 모르겠어.,이 사람은 스스로를 해치려 한다,1
이대로 가면 무슨 일이 생길지 나도 두려워.,이 사람은 스스로를 해치려 한다,1
약을 한참 들여다본 적이 있어.,이 사람은 스스로를 해치려 한다,1
옥상에 올라가본 적이 있는데 결국 내려왔어.,이 사람은 스스로를 해치려 한다,1
내가 견딜 수 있을지 자신이 없어.,이 사람은 스스로를 해치려 한다,1
도와달라고 말하고 싶은데 입이 안 떨어져.,이 사람은 스스로를 해치려 한다,1
이 감정이 어디로 향할지 나도 잘 몰라.,이 사람은 스스로를 해치려 한다,1
친구한테 이런 얘기 해도 될까 망설여져.,이 사람은 스스로를 해치려 한다,1
잠들면 다시 깨고 싶지 않다는 생각이 들 때가 있어.,이 사람은 스스로를 해치려 한다,1
내 안에 두 마음이 싸우고 있는 느낌이야.,이 사람은 스스로를 해치려 한다,1
한밤중에 이상한 생각이 스칠 때가 있어.,이 사람은 스스로를 해치려 한다,1
오늘 야근 때문에 진짜 죽을 맛이야.,이 사람은 스스로를 해치려 한다,2
이 영화 너무 웃겨서 죽는 줄 알았어.,이 사람은 스스로를 해치려 한다,2
시험 망쳐서 진짜 죽고 싶은 심정이야 ㅋㅋ.,이 사람은 스스로를 해치려 한다,2
배고파 죽겠어. 빨리 밥 먹자.,이 사람은 스스로를 해치려 한다,2
이 노래 들으면 행복해서 죽을 것 같아.,이 사람은 스스로를 해치려 한다,2
오늘 더위 때문에 살이 녹아내릴 것 같아.,이 사람은 스스로를 해치려 한다,2
회의 너무 길어서 끝나는 줄 모르겠다.,이 사람은 스스로를 해치려 한다,2
줄 서서 기다리다가 다리가 끊어질 뻔했어.,이 사람은 스스로를 해치려 한다,2
스트레스 받아서 머리가 터질 것 같아.,이 사람은 스스로를 해치려 한다,2
내일 출근하기 정말 싫다.,이 사람은 스스로를 해치려 한다,2
이번 주는 정말 끝이 없는 것 같아 — 빨리 주말 오라.,이 사람은 스스로를 해치려 한다,2
프로젝트 마감 전까지 못 살겠다 진짜.,이 사람은 스스로를 해치려 한다,2
이 옷 너무 예뻐서 사고 싶어 죽겠어.,이 사람은 스스로를 해치려 한다,2
운동 너무 힘들어서 다리가 죽을 지경이야.,이 사람은 스스로를 해치려 한다,2
회식 끝나고 집 가는 길에 쓰러질 것 같았어.,이 사람은 스스로를 해치려 한다,2
시간이 너무 안 가서 미치겠어.,이 사람은 스스로를 해치려 한다,2
그 드라마 결말이 너무 슬퍼서 끝낼 수가 없었어.,이 사람은 스스로를 해치려 한다,2
운동을 끝내고 나면 그렇게 개운할 수가 없어.,이 사람은 스스로를 해치려 한다,2
이 책을 빨리 끝내고 싶어 — 너무 재밌어.,이 사람은 스스로를 해치려 한다,2
프로젝트 끝내고 한잔하자.,이 사람은 스스로를 해치려 한다,2
이번 학기만 끝나면 좀 살 것 같아.,이 사람은 스스로를 해치려 한다,2
다이어트 끝내고 치킨 먹을 거야.,이 사람은 스스로를 해치려 한다,2
야근 끝내고 집에 가서 쉬고 싶다.,이 사람은 스스로를 해치려 한다,2
감기약 먹고 푹 자야겠어.,이 사람은 스스로를 해치려 한다,2
어제 운동하다 무릎 다쳐서 약 발랐어.,이 사람은 스스로를 해치려 한다,2
살기 싫어서 미치겠네,이 사람은 스스로를 해치려 한다,0
죽고 싶단 생각만 드네,이 사람은 스스로를 해치려 한다,0
그냥 이대로 죽어버리고 싶어.,이 사람은 스스로를 해치려 한다,0
맨날 목 매달면 좋겠다는 생각만 하게 돼요,이 사람은 스스로를 해치려 한다,0
수면제를 한번에 다 털어 넣고 죽어버리면 어떨까?,이 사람은 스스로를 해치려 한다,0
죽고 싶어…,이 사람은 스스로를 해치려 한다,0
먼지가 되고 싶어.,이 사람은 스스로를 해치려 한다,0
자살하고 싶은 적 많은데 병신 될까봐 시도는 못 하겠어요.,이 사람은 스스로를 해치려 한다,0
뉴스에는 취준생이 비관자살 했다고 하겠지?,이 사람은 스스로를 해치려 한다,0
뛰어내리면 다 끝낼 수 있을 것 같아,이 사람은 스스로를 해치려 한다,0
그냥 죽어서 돌로 환생하고 싶어. 아무것도 안 해도 되잖아.,이 사람은 스스로를 해치려 한다,0
머리가 터지든 마비가 오던 금방 죽어버렸으면 좋겠어요.,이 사람은 스스로를 해치려 한다,0
세상 뜨는 게 소원이야,이 사람은 스스로를 해치려 한다,0
그이때문에 살고 싶지가 않아요,이 사람은 스스로를 해치려 한다,0
죽고싶어요.,이 사람은 스스로를 해치려 한다,0
몸 상태가 너무 안 좋아서 자살하고 싶다,이 사람은 스스로를 해치려 한다,0
죽고싶다는 생각이 계속 들어요.,이 사람은 스스로를 해치려 한다,0
눈 감았다 뜨면 죽어 있었으면 좋겠다,이 사람은 스스로를 해치려 한다,0
목 매달고 싶어,이 사람은 스스로를 해치려 한다,0
가끔씩 진짜 죽고싶다는 생각을 해요.,이 사람은 스스로를 해치려 한다,0
애만 보면 그냥 뛰어내리고 싶어요,이 사람은 스스로를 해치려 한다,0
제초제도 먹고 수면제도 30알을 한번에 먹었어.,이 사람은 스스로를 해치려 한다,0
시댁때문에 짜증나서 자살해버리고 싶어,이 사람은 스스로를 해치려 한다,0
손목 긋고 죽고 싶다,이 사람은 스스로를 해치려 한다,0
딱히 죽고 싶은 마음이 많이 든다거나 시도해본 적은 없어.,이 사람은 스스로를 해치려 한다,0
약 먹고 죽어버리고 싶어요,이 사람은 스스로를 해치려 한다,0
어떤 방법으로 죽는 게 덜 아플까?,이 사람은 스스로를 해치려 한다,0
"한강에 가면 유독 그런 생각해요. 빠져 죽을까. 빠지면 구출 될까, 한번에 죽을까.",이 사람은 스스로를 해치려 한다,0
이렇게 사느니 그냥 죽는 게 낫겠다 싶어서 자살 시도를 한 적도 있어요.,이 사람은 스스로를 해치려 한다,0
나 하나쯤 사라져도… 세상은 아무렇지도 않을 거야.,이 사람은 스스로를 해치려 한다,0
죽고싶단생각만 계속 머리속에 맴돌아서.,이 사람은 스스로를 해치려 한다,0
그럴 바엔 그냥 죽는 게 나을 것 같아요.,이 사람은 스스로를 해치려 한다,0
나도 죽으면 어떨까? 편해질까?,이 사람은 스스로를 해치려 한다,0
오늘 죽어야 하나.,이 사람은 스스로를 해치려 한다,0
부모님에게도 정말 죄송해서 죽고 싶었어요.,이 사람은 스스로를 해치려 한다,0
"두통약은 듣지도 않고, 차라리 죽어야겠다는 생각도 여러 번 했어요.",이 사람은 스스로를 해치려 한다,0
아무리 죽고 싶어도 배는 고파왔다는 거야.,이 사람은 스스로를 해치려 한다,0
면접 너무 망쳐서 죽고 싶다.,이 사람은 스스로를 해치려 한다,0
"그래서 죽으려고 했지,",이 사람은 스스로를 해치려 한다,0
내 탓인것 같아서 죽고 싶어.,이 사람은 스스로를 해치려 한다,0
위에 줄넘기를 매달고 죽자고 생각하고 있었어.,이 사람은 스스로를 해치려 한다,0
인생 접고 싶다,이 사람은 스스로를 해치려 한다,0
반포대교에서 뛰어내리면 바로 죽을 수 있으려나?,이 사람은 스스로를 해치려 한다,0
그래서 맨날 울고 그러다가 자살 시도도 했어요.,이 사람은 스스로를 해치려 한다,0
그래서 자살하려고 약을 먹었어.,이 사람은 스스로를 해치려 한다,0
정말 지금이라도 창문 열고 뛰어 내리고 싶다…,이 사람은 스스로를 해치려 한다,0
시댁때문에 뒤지고 싶단 생각만 하게 돼,이 사람은 스스로를 해치려 한다,0
내가 죽으면 엄마가 언제 알게 될까?,이 사람은 스스로를 해치려 한다,0
저희 부모님이 농사를 짓기 때문에 안 된다고 했을 때는 정말 죽고 싶었어요.,이 사람은 스스로를 해치려 한다,0
그래도 죽고 싶어요.,이 사람은 스스로를 해치려 한다,0
최근에도 죽으려고 약을 입에 넣었다가 무서워서 뱉었어.,이 사람은 스스로를 해치려 한다,0
남편때문에 살기가 싫은 것 같아,이 사람은 스스로를 해치려 한다,0
살고 싶지 않은 걸 어떡해,이 사람은 스스로를 해치려 한다,0
어제는 수업중에 창문으로 뛰어내리고 싶다는 생각했어요.,이 사람은 스스로를 해치려 한다,0
죽는 게 더 편할 거 같아.,이 사람은 스스로를 해치려 한다,0
내가 죽으면 부모님한테 복수가 되지 않을까?,이 사람은 스스로를 해치려 한다,0
근데 생각만 하고 실행에 옮기진 않았어요. 하고 싶어서 준비만 했죠.,이 사람은 스스로를 해치려 한다,0
죽어버리고 싶은 이유는 좀 복합적이야,이 사람은 스스로를 해치려 한다,0
살기 싫어서 확 죽어버리고 싶다,이 사람은 스스로를 해치려 한다,0
살고 싶은 생각이 안 들어요,이 사람은 스스로를 해치려 한다,0
우울해서 죽고 싶어.,이 사람은 스스로를 해치려 한다,0
자살밖에 답이 없어요,이 사람은 스스로를 해치려 한다,0
어제는 내가 확 죽어버리면 그게 부모님한테 하는 복수가 아닐까 싶었어.,이 사람은 스스로를 해치려 한다,0
임신하니까 그냥 자살해버리고 싶어,이 사람은 스스로를 해치려 한다,0
뛰어내려서 다 끝내버리고 싶다,이 사람은 스스로를 해치려 한다,0
목 매달고 끝내고 싶네,이 사람은 스스로를 해치려 한다,0
너무 아프니까 자꾸 술을 마시게 되네요.,이 사람은 스스로를 해치려 한다,0
아빠한테 걸려서 죽지는 못했어요.,이 사람은 스스로를 해치려 한다,0
열심히 살다가도 한번씩.. 그냥 나도 따라가고 싶단 생각이 들더라구요.,이 사람은 스스로를 해치려 한다,0
죽고 싶은데 자살하고 싶지는 않으니까 살해당했으면 좋겠어.,이 사람은 스스로를 해치려 한다,0
이렇게 살 바엔 죽어버리는 게 나은 것 같아.,이 사람은 스스로를 해치려 한다,0
시어머님때문에 자살 직전이야,이 사람은 스스로를 해치려 한다,0
그냥 여기서 떨어져 죽는 게 낫지 않을까?,이 사람은 스스로를 해치려 한다,0
"죽고 싶은 마음은 계속 있지만, 실제로 하진 않을 것 같아요.",이 사람은 스스로를 해치려 한다,0
지금 이 시기가 딱 죽기 좋은 시기 같아서.,이 사람은 스스로를 해치려 한다,0
눈 감았다 뜨면 죽어버렸으면 좋겠어요,이 사람은 스스로를 해치려 한다,0
언제까지 참아야 하나.. 그래서 죽으려고 했었어. 누나가 울면서 말리지만 않았다면 말이야.,이 사람은 스스로를 해치려 한다,0
목숨 따위 그냥 다 버리고 싶어요,이 사람은 스스로를 해치려 한다,0
죽어버리고 싶다,이 사람은 스스로를 해치려 한다,0
너무 힘들어서 자살 시도도 했었어요...,이 사람은 스스로를 해치려 한다,0
오늘 너무 신나서 죽겠어. 콘서트 너무 좋았어.,이 사람은 스스로를 해치려 한다,2
행복해서 죽겠어. 합격 통보 받았어.,이 사람은 스스로를 해치려 한다,2
설레서 죽겠어. 내일 데이트라서 잠이 안 와.,이 사람은 스스로를 해치려 한다,2
기뻐서 죽겠어. 친구들이 깜짝 파티 해줬어.,이 사람은 스스로를 해치려 한다,2
"좋아 죽겠다, 새로 산 신발이 너무 예쁘게 빠졌어.",이 사람은 스스로를 해치려 한다,2
흥분돼서 죽겠어. 좋아하는 가수 무대 봤어.,이 사람은 스스로를 해치려 한다,2
재밌어 죽겠다. 이 드라마 진짜 미쳤어.,이 사람은 스스로를 해치려 한다,2
맛있어 죽겠어. 이 집 만두 진짜 인생.,이 사람은 스스로를 해치려 한다,2
"귀여워 죽겠다, 강아지 영상만 보다가 시간 다 갔어.",이 사람은 스스로를 해치려 한다,2
고마워서 죽겠어. 친구가 진짜 큰일 막아줬어.,이 사람은 스스로를 해치려 한다,2
심심해 죽겠어. 주말인데 할 일이 없네.,이 사람은 스스로를 해치려 한다,2
배고파 죽겠다. 점심 안 먹었어.,이 사람은 스스로를 해치려 한다,2
졸려 죽겠어. 어제 잠을 거의 못 잤어.,이 사람은 스스로를 해치려 한다,2
"더워 죽겠다, 에어컨이 고장 났어.",이 사람은 스스로를 해치려 한다,2
추워 죽겠어. 보일러가 안 들어와.,이 사람은 스스로를 해치려 한다,2
지루해서 죽겠어. 회의가 끝날 줄 모르네.,이 사람은 스스로를 해치려 한다,2
"답답해 죽겠다, 차가 너무 막혀.",이 사람은 스스로를 해치려 한다,2
긴장돼서 죽을 것 같아. 시험이 내일이야.,이 사람은 스스로를 해치려 한다,2
바빠 죽겠어. 마감이 코앞이야.,이 사람은 스스로를 해치려 한다,2
피곤해 죽겠다. 야근이 너무 길었어.,이 사람은 스스로를 해치려 한다,2
정말 힘들었지만 내일은 산책이라도 나가볼까 해.,이 사람은 스스로를 해치려 한다,2
마음이 가라앉아서 며칠 쉬려고. 다음 주에는 다시 시작할 거야.,이 사람은 스스로를 해치려 한다,2
한참 울었는데 이제 좀 정리됐어. 이번 주말에 친구 만나기로 했어.,이 사람은 스스로를 해치려 한다,2
너무 지쳐서 휴가 내고 푹 쉬기로 했어.,이 사람은 스스로를 해치려 한다,2
혼자 있기 힘들어서 부모님 댁에 며칠 다녀오려고.,이 사람은 스스로를 해치려 한다,2
병원 예약 잡았어. 약 도움받으면 좀 나아질 것 같아.,이 사람은 스스로를 해치려 한다,2
상담 선생님이랑 얘기 나눈 뒤로 조금 숨이 트였어.,이 사람은 스스로를 해치려 한다,2
오늘은 그냥 일찍 자고 내일 다시 생각해 보려고.,이 사람은 스스로를 해치려 한다,2
친구한테 털어놓고 나니까 조금 가벼워졌어.,이 사람은 스스로를 해치려 한다,2
주말에 동네 카페라도 가서 환기 좀 시키려고.,이 사람은 스스로를 해치려 한다,2
할머니 돌아가셔서 너무 슬퍼. 아직 실감이 안 나.,이 사람은 스스로를 해치려 한다,2
친한 친구가 이민 가서 한참 울었어. 그래도 영상통화 자주 하기로 했어.,이 사람은 스스로를 해치려 한다,2
키우던 강아지 무지개다리 건넜어. 한동안 마음이 빈 것 같아.,이 사람은 스스로를 해치려 한다,2
이별한 지 오래됐는데 가끔 사진 보면 눈물이 나.,이 사람은 스스로를 해치려 한다,2
엄마 수술 잘 끝났는데 그날 너무 무서웠어.,이 사람은 스스로를 해치려 한다,2
오늘 장례식 다녀와서 진이 다 빠졌어.,이 사람은 스스로를 해치려 한다,2
친구가 아프다는 소식 듣고 마음이 무거워. 빨리 회복하면 좋겠어.,이 사람은 스스로를 해치려 한다,2
결과 안 나와서 실망스러워. 다음 기회 노려야지.,이 사람은 스스로를 해치려 한다,2
프로젝트 망해서 속상해. 그래도 배운 건 있더라고.,이 사람은 스스로를 해치려 한다,2
헤어진 다음 날인데 멍하게 하루를 보냈어. 일단 푹 자야겠어.,이 사람은 스스로를 해치려 한다,2
이번 분기는 진짜 끝장이다. 매출이 절반이야.,이 사람은 스스로를 해치려 한다,2
이 프로젝트 끝나면 진짜 쓰러질 것 같아. 빨리 끝났으면.,이 사람은 스스로를 해치려 한다,2
이번 주 야근이 끝이 안 보여. 진짜 못 살겠다.,이 사람은 스스로를 해치려 한다,2
회사 분위기가 가라앉아서 답답해. 이직 생각도 들고.,이 사람은 스스로를 해치려 한다,2
헬스장 가니까 다리가 풀려 죽는 줄 알았어. 그래도 시원해.,이 사람은 스스로를 해치려 한다,2
버스가 너무 막혀서 한 시간 갇혔어. 정말 끝날 줄 모르더라.,이 사람은 스스로를 해치려 한다,2
줄 서서 기다리다가 다리 아파 죽는 줄. 그래도 맛은 있더라.,이 사람은 스스로를 해치려 한다,2
이 책 너무 두꺼워서 끝이 안 보이는데 그래도 재밌어서 계속 봐.,이 사람은 스스로를 해치려 한다,2
운동 첫날인데 다음 날 못 일어났어. 근육통 진짜 죽음이야.,이 사람은 스스로를 해치려 한다,2
마라톤 완주하고 나니까 진짜 쓰러질 줄 알았어. 그래도 뿌듯해.,이 사람은 스스로를 해치려 한다,2
월말 결산 때문에 진짜 못 살겠어. 계산이 안 맞아.,이 사람은 스스로를 해치려 한다,2
이번 시험 망쳐서 쓰러질 것 같아. 그래도 다음 시험 준비해야지.,이 사람은 스스로를 해치려 한다,2
마감 전날 밤에 잠을 못 잤어. 죽을 것 같았어.,이 사람은 스스로를 해치려 한다,2
택배가 또 안 와. 진짜 죽을 맛이야.,이 사람은 스스로를 해치려 한다,2
감기 몸살로 이틀 누워 있었어. 죽다 살아났어.,이 사람은 스스로를 해치려 한다,2
수술 후 회복기에 진짜 끝나는 줄 알았어. 다행히 좋아지고 있어.,이 사람은 스스로를 해치려 한다,2
이사 짐 옮기다가 허리가 끊어질 뻔했어. 너무 무거워.,이 사람은 스스로를 해치려 한다,2
정전 때문에 한참 갇혀 있었어. 그러다 죽는 줄.,이 사람은 스스로를 해치려 한다,2
지하철 사고로 두 시간 멈춰 있었어. 진짜 답답해 죽는 줄.,이 사람은 스스로를 해치려 한다,2
아이 우는 소리 듣다가 머리 터질 뻔했어. 그래도 잘 재웠어.,이 사람은 스스로를 해치려 한다,2
어휴 내가 진짜 한심해 죽겠어. 그래도 다시 해봐야지.,이 사람은 스스로를 해치려 한다,2
내가 너무 모자란 것 같아. 더 노력하는 수밖에 없네.,이 사람은 스스로를 해치려 한다,2
오늘 실수 너무 많이 했어. 내일은 좀 정신 차리고 와야겠다.,이 사람은 스스로를 해치려 한다,2
이 나이 먹고 이런 것도 못 해. 한심하지만 천천히 배워야겠어.,이 사람은 스스로를 해치려 한다,2
성격이 답답해서 답이 없어. 그래도 친구들이 옆에 있어줘서 다행이야.,이 사람은 스스로를 해치려 한다,2
내가 봐도 내가 별로야. 그래도 어떻게든 살아가야지.,이 사람은 스스로를 해치려 한다,2
이번에도 또 실패. 진짜 못나서 화가 나. 그래도 한 번 더 해보려고.,이 사람은 스스로를 해치려 한다,2
발표가 너무 떨려서 나 자신이 너무 싫어. 그래도 끝까지 해냈어.,이 사람은 스스로를 해치려 한다,2
여기서 그냥 사라지고 싶지만 내일 출근해야 하니까 일단 자야겠어.,이 사람은 스스로를 해치려 한다,2
주변에 폐만 끼치는 것 같아 미안해. 다음 주에 식사라도 같이 하자고 해야지.,이 사람은 스스로를 해치려 한다,2
오늘 너무 우울해. 그냥 푹 자고 일어나면 좀 나아질까.,이 사람은 스스로를 해치려 한다,2
마음이 자꾸 가라앉네. 이번 주말엔 좀 나가서 산책해야겠어.,이 사람은 스스로를 해치려 한다,2
왠지 모르게 눈물이 나. 그래도 친구가 와줘서 같이 영화 봤어.,이 사람은 스스로를 해치려 한다,2
외로워서 한참 울었어. 그래도 잘 자고 나니까 좀 괜찮아졌어.,이 사람은 스스로를 해치려 한다,2
스트레스가 너무 쌓였어. 운동이라도 해야지 안 되겠어.,이 사람은 스스로를 해치려 한다,2
마음이 너무 무거운 날이야. 일찍 자고 내일 다시 보자.,이 사람은 스스로를 해치려 한다,2
오늘 진짜 힘들었어. 따뜻한 차 한 잔 마시고 자려고.,이 사람은 스스로를 해치려 한다,2
기분이 별로지만 일단 밥은 챙겨 먹었어.,이 사람은 스스로를 해치려 한다,2
